,GS,FTr,BLK%,VORP,3P%,Popularity,C,Allstar
2064,0,0.168,1.2,0.4,0.392,1374,0,0
2065,11,0.266,1.7,1.4,0.339,131,0,0
2066,0,0.112,5.2,-0.3,0,186,1,0
2067,5,0.478,0.2,0.1,0.324,273,0,0
2068,5,0.167,1.2,0.6,0.295,1061,0,0
2069,2,0.38,0.5,0.2,0.383,236,0,0
2071,2,0.199,0.7,-0.1,0.309,479,0,0
2072,33,0.297,0.2,-0.1,0.384,354,0,0
2073,10,0.314,0.8,1.1,0.253,63,0,0
2078,77,0.084,0.7,2,0.4,528,0,0
2079,2,0.133,4.6,-0.1,0.25,1543,1,0
2083,0,0.591,1.4,0,0.2,124,0,0
2084,33,0.097,1,-0.7,0.361,189,0,0
2085,0,0.25,3,-0.4,0.387,718,1,0
2086,2,0.31,1.6,0.2,0,76,1,0
2087,35,0.217,0.8,-0.7,0.326,191,0,0
2091,1,0.357,0.5,-0.2,0.241,185,0,0
2092,73,0.2,1.9,1.5,0.282,454,0,0
2093,78,0.316,0.8,1.3,0.4,493,0,0
2094,1,0.199,1,0.7,0.393,464,0,0
2095,43,0.248,0.7,0.5,0.345,538,0,0
2096,7,0.088,0.6,-0.3,0.356,82,0,0
2097,79,0.394,0.3,3.3,0.359,1030,0,1
2098,5,0.312,0.4,-0.4,0.404,510,0,0
2099,17,0.141,0.8,-0.6,0.38,580,0,0
2103,80,0.159,1.4,1.8,0.425,850,0,1
2108,5,0.142,0.9,0.7,0.36,447,0,0
2109,0,0.243,1.6,-0.1,0.325,773,0,0
2110,82,0.239,4.3,3.1,0.341,397,1,0
2111,80,0.244,0.6,1.7,0.33,620,0,0
2112,12,0.238,1,0.8,0.241,309,0,0
2113,30,0.228,5.1,-0.1,0.214,326,1,0
2121,0,0.188,0,-0.6,0.247,279,0,0
2122,6,0.056,1.4,-1,0.293,112,0,0
2123,4,0.073,1.9,-0.4,0.273,385,0,0
2124,56,0.183,1.7,-0.6,0.239,97,0,0
2125,60,0.143,2.8,2,0.222,910,1,0
2126,25,0.141,0.4,0.1,0.364,422,0,0
2127,73,0.343,1.4,1.6,0.159,311,0,0
2128,15,0.222,0.5,-0.1,0.358,320,0,0
2129,81,0.329,1.1,4.4,0.371,1024,0,1
2130,77,0.255,1.7,3.7,0.351,863,0,1
2131,4,0.145,1.2,0.2,0.4,378,0,0
2132,2,0.285,0.6,-0.2,0.292,96,0,0
2133,19,0.179,3,1.9,0.429,641,0,0
2134,80,0.397,0.6,8.3,0.296,1017,0,1
2135,0,0.182,2,0,0,485,0,0
2136,81,0.437,1.3,-0.1,0.3,215,0,0
2137,0,0.182,0.9,0,0.391,398,0,0
2139,63,0.266,0.6,1,0.344,393,0,0
2140,9,0.453,0.5,-0.2,0.293,393,0,0
2141,0,0.4,0,-0.1,0.25,1018,0,0
2142,35,0.612,0.8,1.1,0.344,299,0,0
2143,81,0.193,2.7,2.7,0.402,1209,0,0
2144,14,0.139,0.5,-0.2,0.353,718,0,0
2145,8,0.253,0.9,0.8,0.276,249,0,0
2146,10,0.364,6.8,0.6,0,188,1,0
2147,0,0.396,3.7,-0.1,0.364,621,0,0
2148,5,0.322,1.5,-0.3,0.31,149,0,0
2150,1,0.438,1.1,0.1,0.385,236,0,0
2151,3,0.569,0,-0.4,0.176,597,0,0
2152,0,0.111,0.4,-0.1,0.231,1461,0,0
2153,0,0.148,0,-0.3,0.217,464,0,0
2154,2,0.204,0.5,-0.7,0.325,354,0,0
2155,73,0.169,1.2,1.3,0.233,330,0,0
2156,60,0.531,2.9,1.3,0.1,181,1,0
2158,6,0.144,0.6,-0.1,0.381,75,0,0
2162,80,0.392,2.6,1.5,0,26,1,0
2163,45,0.221,0.4,-0.6,0.411,14,0,0
2164,15,0.225,3.1,-0.3,0,40,1,0
2165,72,0.258,3.1,1.8,0.411,5,0,0
2166,5,0.196,2.4,0.4,0,10,0,0
2167,66,0.218,1.4,1.3,0.278,48,0,0
2168,25,0.292,2,0.4,0.33,19,0,0
2169,0,0.636,5,0,0,10,1,0
2170,0,0.2,0,-0.2,0.318,75,0,0
2174,14,0.273,2.1,0.9,0.375,29,0,0
2175,72,0.194,0.5,0.6,0.403,12,0,0
2176,80,0.486,4.7,6.9,0.272,236,0,0
2177,74,0.263,1.1,0.8,0.359,44,0,0
2178,80,0.158,0.6,2.6,0.344,28,0,0
2179,7,0.102,2.5,0.3,0.453,46,0,0
2181,20,0.311,0.1,-0.9,0.347,15,0,0
2182,55,0.053,0.8,0.1,0.414,82,0,0
2183,13,0.198,0.8,-0.5,0.267,218,0,0
2184,1,0.322,1.7,-0.4,0.136,13,0,0
2185,0,0.115,0.7,-0.5,0.357,17,0,0
2186,6,0.149,0.1,0.3,0.358,24,0,0
2187,79,0.22,0.5,0.1,0.351,19,0,0
2191,19,0.285,1.3,1,0.37,42,0,0
2192,0,0.473,1.6,0.2,0.333,18,0,0
2193,77,0.291,1,2.1,0.333,33,0,0
2194,1,0.313,0,-0.1,0.4,16,0,0
2196,64,0.233,2.3,0.6,0.346,20,0,0
2197,77,0.259,0.7,2.8,0.404,53,0,0
2198,1,0.137,0,-0.1,0.321,20,0,0
2199,6,0.259,2.5,-0.2,0.419,37,0,0
2200,0,0.273,0.4,0.1,0.36,25,0,0
2201,1,0.163,1.2,-0.2,0.056,23,0,0
2202,0,0.068,3.1,-0.3,0.277,19,0,0
2203,1,0.391,0.9,-0.1,0.271,28,0,0
2204,6,0.145,2.8,0.8,0.399,163,0,0
2205,67,0.175,1,2.2,0.382,56,0,0
2207,1,0.171,1.4,0.3,0.316,16,0,0
2208,16,0.371,3.3,0.1,0.5,30,1,0
2209,66,0.443,1.2,2.9,0.335,34,0,0
2216,0,0.375,3.1,0,0.25,24,0,0
2217,78,0.308,0.6,-0.2,0.363,148,0,0
2218,43,0.186,1.2,1,0.321,62,0,0
2219,55,0.12,0.5,0.7,0.39,116,0,0
2223,28,0.198,0.5,0.8,0.404,188,0,0
2224,0,0.133,0.9,-0.6,0.375,61,0,0
2228,0,0.033,0,-0.2,0.4,183,0,0
2229,20,0.293,1.1,-0.7,0.341,30,0,0
2230,2,0.156,1.4,0.1,0.305,40,0,0
2231,5,0.055,0.5,0.2,0.384,28,0,0
2232,0,0.114,0.6,-0.7,0.443,10,0,0
2233,0,0.315,0.6,-0.4,0.329,79,0,0
2234,75,0.54,0.9,6.3,0.367,173,0,0
2238,75,0.199,0.4,1.9,0.35,12,0,0
2239,0,0.191,0.1,-0.2,0.266,16,0,0
2241,72,0.213,1.2,1.4,0.341,8,0,0
2242,15,0.235,1.9,1.4,0.378,98,0,0
2243,19,0.252,2.2,-0.1,0.234,167,0,0
2248,21,0.314,2.9,0.3,0,7,1,0
2250,33,0.207,1.1,0.7,0.337,191,0,0
2251,75,0.286,3.2,0.2,0.321,37,0,0
2252,1,0.139,0.5,-1.1,0.19,22,0,0
2253,0,0.134,0.6,0,0.374,58,0,0
2254,19,0.157,0.3,-0.4,0.329,71,0,0
2255,0,0.192,0,-0.2,0.231,38,0,0
2256,64,0.239,0.4,0.3,0.417,29,0,0
2257,0,0.348,1.2,0,0,66,0,0
2258,68,0.365,0.8,4.5,0.408,42,0,0
2259,1,0.125,0.5,0,0.515,14,0,0
2263,67,0.238,2.6,1.8,0.333,270,0,0
2264,7,0.192,0.7,0.5,0.444,25,0,0
2265,1,0.234,0.5,-0.6,0.36,54,0,0
2266,0,0.119,0.4,0.2,0.389,18,0,0
2267,72,0.301,0.8,2.1,0.398,120,0,0
2268,35,0.075,1.4,0.6,0.392,50,0,0
2269,42,0.142,0.3,1.7,0.425,125,0,0
2270,79,0.251,0.5,6.2,0.411,55,0,0
2271,3,0.109,0.3,-0.3,0.389,33,0,0
2272,75,0.424,5.1,3.9,0.299,154,1,0
2274,2,0.159,1.2,0.3,0.321,27,0,0
2275,2,0.24,0.1,-1.2,0.236,54,0,0
2276,54,0.18,0,-1.4,0.367,7,0,0
2277,49,0.149,1.1,-0.2,0.309,15,0,0
2278,74,0.419,0.4,1.9,0.266,80,0,0
2279,33,0.107,0.6,-0.3,0.247,8,0,0
2280,82,0.253,3.1,2.5,0.372,34,0,0
2281,18,0.526,1.3,0.4,0.376,24,0,0
2282,0,0.248,1.2,0.1,0.167,7,0,0
2283,73,0.335,0.4,2.9,0.405,14,0,0
2284,81,0.39,3.1,1.7,0.286,23,1,0
2285,7,0.188,0.9,0.6,0.379,15,0,0
2289,7,0.188,2.3,-0.1,0.288,16,0,0
2290,62,0.374,3.8,5.2,0.375,12,0,0
2291,0,0.474,0,-0.1,0.25,20,0,0
2292,2,0.125,0.6,-0.2,0.286,19,0,0
2293,13,0.077,0.2,0.7,0.378,17,0,0
2294,33,0.23,1.2,-0.2,0.319,16,0,0
2295,31,0.569,7.7,1,0.367,358,1,0
2296,28,0.343,1.2,0.8,0.372,14,0,0
2303,26,0.201,0.8,-0.1,0.295,10,0,0
2304,34,0.454,2.4,0.9,0,40,0,0
2306,39,0.261,2.7,0.6,0.3,136,0,0
2307,0,0.31,1.5,-0.4,0.318,31,0,0
2309,11,0.125,1.1,0.5,0.319,6,0,0
2310,35,0.183,1.4,0.2,0.293,164,0,0
2311,0,0.061,0,-0.3,0.321,61,0,0
2312,66,0.298,0.1,0.4,0.356,55,0,0
2313,40,0.194,0.5,-0.6,0.33,13,0,0
2314,35,0.319,0.3,-0.1,0.313,54,0,0
2315,15,0.142,2.1,0.5,0.409,29,1,0
2316,63,0.516,0.5,1.5,0.389,34,0,0
2320,74,0.286,3.7,4,0.388,67,1,0
2321,39,0.305,3.5,2.4,0.538,23,1,0
2322,30,0.312,2.3,0.7,0.372,24,0,0
2323,0,0.2,0,-0.1,0,24,0,0
2324,0,0.643,0.9,-0.1,0,22,0,0
2325,75,0.277,0.9,3.2,0.393,12,0,0
2326,0,1.429,0,0,0.5,152,0,0
2327,0,0.305,0,-0.2,0.333,53,0,0
2331,0,0.244,1,1.3,0.392,12,0,0
2332,81,0.763,6.4,5.4,0,160,1,0
2336,72,0.251,1.4,0.8,0.288,14,0,0
2337,15,0.172,1.4,0.4,0.372,111,0,0
2338,82,0.236,2.1,1.5,0,21,1,0
2339,1,0.375,0.5,0,0.6,51,0,0
2343,28,0.243,0.6,0.4,0.366,13,0,0
2344,68,0.071,2.6,2,0.379,6,0,0
2345,76,0.328,3.4,4.6,0.308,18,0,0
2346,0,0.177,1.1,-0.4,0.351,43,0,0
2347,75,0.334,1.5,1.4,0.379,129,0,0
2348,11,0.301,0.7,-1,0.275,45,0,0
2349,61,0.434,0.9,3.4,0.336,18,0,0
2350,7,0.137,2.8,0.4,0.304,88,1,0
2351,0,0.476,7.2,-0.1,0.5,55,1,0
2352,30,0.235,0.6,0.9,0.357,29,0,0
2353,81,0.575,1,9,0.347,146,0,0
2354,69,0.199,2.5,1.5,0.351,81,0,0
2356,14,0.351,3.2,0.8,0.143,47,1,0
2357,0,0.378,0.6,0.4,0.328,33,0,0
2358,56,0.21,0.3,1.6,0.42,61,0,0
2359,11,0.135,0.5,-0.3,0.385,96,0,0
2360,0,0.267,0,-0.1,0,9,0,0
2361,48,0.213,1.3,2.1,0.347,13,0,0
2362,0,0.5,0,0,0,15,0,0
2363,18,0.539,1.3,-0.2,0.276,3,0,0
2364,0,0.652,0.6,-0.1,0,17,1,0
2368,73,0.371,0.6,4,0.398,127,0,0
2369,41,0.298,0.7,-0.5,0.353,57,0,0
2370,39,0.346,6.1,0.5,0,16,1,0
2371,9,0.339,1.1,0.1,0.407,20,0,0
2372,22,0.269,2.2,0.7,0.267,87,1,0
2373,2,0.152,1.2,-0.9,0.299,10,0,0
2377,8,0.496,2.7,0.8,0.333,41,1,0
2378,49,0.323,0.6,2.2,0.403,97,0,0
2380,71,0.268,1.1,1,0.348,22,0,0
2381,1,0.222,0.4,-0.4,0.261,17,0,0
2382,61,0.188,1.6,2,0.356,32,0,0
2383,4,0.149,1.5,0.4,0.355,29,0,0
2384,50,0.467,1.9,0.4,0.224,22,0,0
2385,17,0.25,3.7,1.1,0.351,105,1,0
2386,55,0.173,0.6,0.3,0.371,90,0,0
2387,68,0.169,3.3,2.8,0.355,17,1,0
2388,74,0.692,3.6,2.4,0,13,1,0
2389,1,0.25,0.7,-0.3,0.211,10,0,0
2390,0,0.091,7.7,0.1,0.5,17,0,0
2391,4,0.383,2.6,-0.1,0.352,62,0,0
2396,0,0.246,1.5,2.5,0.362,12,0,0
2401,26,0.151,0.3,2.3,0.441,257,0,0
2402,40,0.312,1.3,-1.1,0.294,36,0,0
2403,72,0.231,0.8,2.9,0.401,60,0,0
2404,0,0.667,0,-0.1,0,27,0,0
2405,0,1.5,0,0,1,28,0,0
2406,1,0.179,0,-0.1,0.273,126,0,0
2407,50,0.201,0.3,0.2,0.359,48,0,0
2408,74,0.395,1.3,7.3,0.363,36,0,0
2409,1,0.18,1.5,-0.3,0,76,1,0
2410,13,0.315,0.5,-0.1,0.333,23,0,0
2411,0,0.4,0,0,0.5,126,0,0
2415,6,0.141,1.1,0,0.346,64,0,0
2416,77,0.27,3.2,1.7,0.409,20,0,0
2417,5,0.28,3.2,2.5,0.34,370,0,0
2418,14,0.123,0.8,0.8,0.411,31,0,0
2419,1,0.145,1.5,0,0.292,30,0,0
2420,0,0.308,1.6,1.9,0.372,72,0,0
2421,3,0.085,3,0,0.246,11,0,0
2422,59,0.267,2.1,5.3,0.324,333,1,0
2423,0,0.5,0,0,0,3,0,0
2424,8,0.339,1.9,0.1,0.273,130,0,0
2425,2,0.217,2.1,0,0.47,43,0,0
2429,0,0.238,0.6,0,0.356,9,0,0
2430,81,0.737,4.3,3.9,0,13,1,0
2431,22,0.185,0.6,0.6,0.356,30,0,0
2432,16,0.195,1.5,0.2,0.328,5,1,0
2433,0,0.387,2,0.3,0.132,88,1,0
2434,0,0.214,3.9,-0.1,0.4,93,0,0
2435,81,0.314,2.9,1.3,0.111,8,0,0
2436,24,0.329,0.3,-0.4,0.341,67,0,0
2437,5,0.293,0.4,-0.7,0.324,7,0,0
2441,62,0.158,3.1,0,0,34,1,0
2442,5,0.184,0.9,-0.2,0.321,59,0,0
2443,12,0.339,1.9,-0.1,0.375,17,0,0
2444,5,0.263,1.8,0.1,0.281,34,0,0
2445,3,0.191,0.5,-0.1,0.37,45,0,0
2449,47,0.197,0.5,0.8,0.387,17,0,0
2450,24,0.416,0.3,0.3,0.288,17,0,0
2451,1,0.191,1,-0.3,0.255,49,0,0
2452,74,0.139,0.8,1.1,0.401,31,0,0
2454,34,0.449,5.1,0.1,0.25,8,1,0
2455,74,0.407,1.8,6.2,0.381,37,0,0
2456,12,0.106,1.8,-0.4,0.347,54,0,0
2457,34,0.175,1.1,1.1,0.293,33,0,0
2458,26,0.245,0.5,0.3,0.321,97,0,0
2462,75,0.366,0.6,4.3,0.37,80,0,0
2463,33,0.353,1.2,0.9,0.372,71,0,0
2464,3,0.19,1.2,0,0.333,21,0,0
2465,0,0.321,3.1,0.3,0.368,266,1,0
2466,4,0.318,3,0.3,0.222,11,1,0
2467,75,0.311,4.2,2,0.346,86,1,0
2468,81,0.134,4.1,0.6,0,24,1,0
2469,60,0.34,0.9,1.3,0.373,47,0,0
2470,60,0.398,0.7,4.9,0.412,47,0,0
2472,19,0.341,0.7,-0.6,0.311,167,0,0
2473,4,0.18,1.4,-0.3,0.319,16,0,0
2474,9,0.202,0.2,0.1,0.308,67,0,0
2476,34,0.271,4.1,0.1,0.378,30,1,0
2477,3,0.331,1.5,-0.6,0.36,20,0,0
2478,73,0.211,0.6,1.3,0.363,22,0,0
2479,76,0.23,1.6,1.2,0.391,26,0,0
2480,2,0.359,5,0.2,0.25,183,0,0
2481,20,0.151,1.1,0.1,0.333,64,0,0
2482,3,0.36,0.6,-0.1,0.233,15,0,0
2483,80,0.204,1.2,2.1,0.42,35,0,0
2484,51,0.176,0.4,0,0.2,170,0,0
2494,10,0.348,7.1,0.5,0,97,1,0
2495,65,0.154,0.7,0.8,0.332,68,0,0
2496,26,0.222,0.5,-0.8,0.382,8,0,0
2497,4,0.227,1.3,-0.4,0.353,100,0,0
2498,14,0.076,0.8,0,0.419,0,0,0
2499,10,0.289,0.4,0,0.409,18,0,0
2500,11,0.445,6.1,0.5,0.333,25,1,0
2501,1,0.412,3.5,-0.1,0,41,0,0
2502,23,0.276,0.7,0.3,0.433,101,0,0
2503,29,0.144,1.2,0.7,0.413,2,0,0
2504,0,0.087,0,-0.1,0.4,29,0,0
2505,8,0.129,0.1,1.5,0.413,11,0,0
2506,0,0.286,0,-0.1,0,18,0,0
2507,67,0.417,2.3,2.7,0.311,190,0,0
2508,15,0.205,2.7,1,0.342,12,0,0
2509,0,0.329,1.8,1.9,0,11,1,0
2510,22,0.12,1.4,0.3,0.37,13,0,0
2511,79,0.184,0.8,1,0.331,61,0,0
2512,76,0.242,1.5,0.6,0.362,27,0,0
2516,0,0.355,1.9,-0.1,0.234,72,0,0
2517,52,0.238,2.3,-0.4,0,17,1,0
2518,41,0.303,0.7,-0.6,0.315,17,0,0
2519,1,0.318,0.3,-0.9,0.336,13,0,0
2520,8,0.259,1.5,-0.2,0.391,51,0,0
2521,10,0.164,1.1,-0.3,0.334,38,0,0
2522,3,0.19,2.8,1,0.418,28,1,0
2523,7,0.222,2.3,1.5,0.278,19,0,0
2524,2,0.268,0.3,0,0.37,6,0,0
2525,4,0.302,2,-0.1,0.143,13,0,0
2526,0,0.571,0,-0.1,0,8,0,0
2527,39,0.104,0.3,0,0.388,65,0,0
2528,0,0.099,1.2,0.1,0.323,23,0,0
2529,0,0.056,0,-0.2,0.083,36,0,0
2533,46,0.388,3,1.1,0,24,1,0
2537,6,0.429,7.2,2,0.25,14,1,0
2539,54,0.165,2.4,0.2,0.378,130,0,0
2543,2,0.481,1.4,0,0.2,142,0,0
2547,8,0.201,6.9,1.7,0.118,51,1,0
2549,67,0.165,0.8,0.4,0.361,26,0,0
2550,6,0.242,1.5,1,0.354,25,1,0
2551,5,0.224,0.9,-0.1,0.287,28,0,0
2552,70,0.41,2,1.5,0,147,1,0
2553,0,0.137,4.4,-0.1,0,14,1,0
2554,50,0.268,1.1,1,0.365,27,0,0
2555,63,0.206,0.1,-0.4,0.333,12,0,0
2556,34,0.194,0.7,-0.3,0.269,68,0,0
2557,0,0.2,0,-0.1,0.167,26,0,0
2558,8,0.156,1.2,1.2,0.372,45,0,0
2559,61,0.331,0.3,5.2,0.411,82,0,0
2560,0,0.352,4.4,0,0.2,4,0,0
2564,58,0.231,1.3,1.7,0.274,34,0,0
2565,0,0.227,3.6,-0.1,0.111,108,0,0
2566,7,0.186,1.5,-0.2,0.349,33,0,0
2570,80,0.148,1.3,3.9,0.434,35,0,0
2571,13,0.157,0.9,-0.3,0.333,10,0,0
2572,65,0.256,4.9,1.2,0.357,47,0,0
2573,3,0.374,2.6,1.2,0.284,35,1,0
2574,18,0.314,0.9,0.2,0.324,95,0,0
2575,1,0.185,1,0,0.316,16,0,0
2576,0,0.167,0.6,0,0.176,38,0,0
2577,0,0.103,3,-0.1,0.385,44,0,0
2578,73,0.365,1.4,1.1,0.27,23,0,0
2579,5,0.2,0.5,0,0.223,22,0,0
2580,78,0.227,0.5,1.1,0.429,25,0,0
2581,5,0.309,3.6,0.4,0.25,94,1,0
2582,34,0.15,1.9,0.9,0.33,75,0,0
2583,0,0.279,0.5,-0.2,0.286,33,0,0
2584,29,0.261,0.4,0.2,0.371,54,0,0
2585,79,0.24,2.7,1.2,0.245,27,0,0
2586,2,0.32,0.2,-0.4,0.386,24,0,0
2587,27,0.225,1.2,0.2,0.392,27,0,0
2588,1,0.337,1.3,0,0,30,0,0
2589,30,0.05,0.2,-0.7,0.365,59,0,0
2590,42,0.089,0.5,1.1,0.376,75,0,0
2591,64,0.259,0.7,0,0.217,75,0,0
2595,0,0.161,0.7,-0.2,0.318,15,0,0
2596,75,0.438,0.3,1.7,0.306,232,0,0
2598,33,0.096,1.9,0,0.386,31,0,0
2599,60,0.217,0.7,0.7,0.352,14,0,0
2600,66,0.139,1.6,-1.2,0.321,21,0,0
2602,36,0.237,1.1,-0.1,0.311,49,0,0
2603,3,0.226,0.7,-0.2,0.243,25,0,0
2604,78,0.21,0.6,0.8,0.34,186,0,0
2605,1,0.245,0.7,0.1,0.34,24,0,0
2606,0,0.136,1.3,-0.2,0.148,105,0,0
2607,42,0.19,1.7,1.3,0.342,18,0,0
2608,3,0.111,3.1,-0.2,0,12,0,0
2609,1,0.449,0.3,-0.6,0.339,23,0,0
2610,31,0.184,1.1,0.3,0.36,60,0,0
2611,38,0.156,4.5,0.2,0.143,47,0,0
2612,8,0.314,1.5,0,0.294,15,0,0
2613,2,0.205,1,-0.4,0.189,33,0,0
2614,24,0.334,1.2,1,0.283,9,0,0
2615,32,0.136,1.4,0.6,0.267,21,0,0
2616,35,0.042,0.7,0.2,0.351,37,0,0
2617,3,0.155,4.3,0.2,0.474,141,1,0
2618,80,0.107,0.5,0.7,0.406,18,0,0
2619,2,0.25,2.6,0.9,0.372,32,1,0
2620,0,0.355,1,-0.1,0.333,6,1,0
2621,27,0.237,1.2,-0.2,0.368,28,0,0
2626,0,0.439,0,-0.7,0.317,17,0,0
2627,1,0.167,0.7,-0.2,0.167,44,0,0
2628,0,0.286,1.6,-0.1,0,85,0,0
2629,82,0.457,1.1,2.6,0.357,20,0,0
2630,2,0.108,1,-0.8,0.341,26,0,0
2631,21,0.171,1.5,1,0.373,76,0,0
2632,0,0.119,1.3,0.3,0.427,9,0,0
2633,76,0.441,0.4,4.8,0.379,261,0,0
2634,15,0.209,0.4,-0.4,0.447,44,0,0
2638,78,0.158,1.2,1.5,0.414,47,0,0
2639,78,0.487,2.9,2.1,0,96,1,0
2640,1,0.129,0.4,-0.2,0.35,18,0,0
2641,9,0.234,1.2,0.5,0.391,47,0,0
2645,82,0.289,2.9,5.4,0.367,44,1,0
2649,12,0.187,1.2,-0.3,0.263,23,0,0
2650,81,0.349,6,2.8,0.348,34,1,0
2651,0,0.173,0,-0.1,0.344,13,0,0
2652,15,0.162,0.4,-0.6,0.266,26,0,0
2653,0,0.184,3.1,0,0.333,16,0,0
2654,80,0.309,2.6,0.7,0.5,46,1,0
2655,0,0.063,0.6,-0.2,0.351,26,0,0
2656,0,0.198,0.6,-0.1,0.379,104,0,0
2658,0,0.375,1.9,-0.1,0.333,21,0,0
2659,2,0.032,1.9,-0.3,0.321,8,0,0
2660,41,0.348,1.7,-0.6,0.35,10,0,0
2661,55,0.155,2.8,1.7,0.307,119,1,0
2662,4,0.176,0.4,-0.2,0.311,36,0,0
2663,59,0.294,1.8,1.4,0.31,16,0,0
2664,43,0.192,1.1,0.4,0.395,52,0,0
2665,79,0.248,0.7,3.9,0.399,150,0,0
2666,78,0.367,1.4,4.3,0.327,113,0,0
2667,10,0.33,2.4,-0.1,0.324,72,0,0
2668,59,0.189,1.5,0.9,0.265,30,0,0
2669,9,0.266,0.2,-0.4,0.305,99,0,0
2670,0,0.222,4.4,0.9,0.375,48,1,0
2671,81,0.433,0.9,12.4,0.343,113,0,0
2672,0,0.253,1.7,0,0.353,237,0,0
2673,26,0.222,1.7,-1.2,0.295,37,0,0
2674,82,0.345,0.8,-0.6,0.356,21,0,0
2675,0,0.065,0.7,-0.2,0.2,22,0,0
2676,0,0.419,3.7,0.1,0,38,1,0
2686,76,0.213,2,1.3,0.35,101,0,0
2687,0,0.304,0,0,0.455,35,0,0
2688,0,0.143,1.8,0,0.308,39,0,0
2689,15,0.209,0.8,-0.1,0.2,14,0,0
2690,1,0.466,6,0.4,0,7,1,0
2691,0,0.652,4.9,0,0,52,0,0
2692,2,0.235,1,-0.2,0.237,10,0,0
2693,5,0.259,4.3,0.4,0,4,0,0
2694,0,0.474,2.1,0.4,0.333,18,0,0
2695,0,0.155,0.7,-0.1,0.343,141,0,0
2696,0,0.208,0,-0.2,0.217,63,0,0
2697,60,0.142,0.7,0.5,0.404,18,0,0
2698,74,0.125,1.2,2,0.381,18,0,0
2699,58,0.442,3,1.8,0,25,0,0
2700,5,0.247,3.3,-0.1,0,15,1,0
2701,18,0.181,1.5,-0.4,0.333,122,0,0
2702,11,0.206,4.4,-0.1,0,49,1,0